OG0001402	FBtr0078170
OG0002415	FBtr0331506
OG0002416	FBtr0080463
OG0002417	FBtr0080464
OG0002418	FBtr0302043
OG0002419	FBtr0080474
OG0002420	FBtr0080473
OG0002421	FBtr0080465
OG0002422	FBtr0080466
OG0002423	FBtr0080467
OG0002424	FBtr0080472
OG0002425	FBtr0080471
OG0002426	FBtr0080468
OG0002427	FBtr0080470
OG0002428	FBtr0080469
OG0002429	FBtr0080525
OG0002430	FBtr0080499
OG0002431	FBtr0080523
OG0002432	FBtr0080521
OG0002433	FBtr0080501
OG0002434	FBtr0080520
OG0002435	FBtr0080502
OG0002436	FBtr0080519
OG0002437	FBtr0303820
OG0002438	FBtr0303821
OG0002439	FBtr0080513
OG0002440	FBtr0080541
OG0002441	FBtr0080542
OG0002442	FBtr0080571
OG0002443	FBtr0080569
OG0002444	FBtr0080543
OG0002445	FBtr0091627
OG0002446	FBtr0091626
OG0002447	FBtr0080544
OG0002448	FBtr0080566
OG0002449	FBtr0080546
OG0002450	FBtr0080565
OG0002451	FBtr0080564
OG0002452	FBtr0080563
OG0002453	FBtr0080549
OG0002454	FBtr0080550
OG0002455	FBtr0080551
OG0002456	FBtr0080554
OG0002457	FBtr0080555
OG0002458	FBtr0100327
OG0002459	FBtr0080560
OG0002460	FBtr0080558
OG0002461	FBtr0080557
OG0002462	FBtr0304720
OG0002463	FBtr0310074
OG0002464	FBtr0100058
OG0002465	FBtr0080617
OG0002466	FBtr0080610
OG0002467	FBtr0290243
OG0002468	FBtr0303242
OG0002469	FBtr0080592
OG0002470	FBtr0445730
OG0002471	FBtr0080603
OG0002472	FBtr0080602
OG0002473	FBtr0306927
OG0002474	FBtr0336949
OG0002475	FBtr0302731
OG0002476	FBtr0080623
OG0002477	FBtr0080624
OG0002479	FBtr0080641
OG0002480	FBtr0304632
OG0002481	FBtr0080639
OG0002482	FBtr0080627
OG0002483	FBtr0080629
OG0002484	FBtr0080630
OG0002485	FBtr0080638
OG0002486	FBtr0342915
OG0002487	FBtr0080634
OG0002488	FBtr0080633
OG0002489	FBtr0300837
OG0002490	FBtr0080643
OG0002491	FBtr0080662
OG0002492	FBtr0301496
OG0002493	FBtr0006151
OG0002494	FBtr0112356
OG0002495	FBtr0473612
OG0002496	FBtr0080670
OG0002497	FBtr0305558
OG0002498	FBtr0299711
OG0002499	FBtr0080676
OG0002500	FBtr0080693
OG0002501	FBtr0080728
OG0002502	FBtr0080695
OG0002503	FBtr0080727
OG0002504	FBtr0080696
OG0002505	FBtr0304731
OG0002506	FBtr0080699
OG0002507	FBtr0080725
OG0002508	FBtr0080700
OG0002509	FBtr0091659
OG0002510	FBtr0080722
OG0002511	FBtr0080718
OG0002512	FBtr0080702
OG0002513	FBtr0080704
OG0002514	FBtr0080705
OG0002515	FBtr0305559
OG0002516	FBtr0080714
OG0002517	FBtr0080707
OG0002518	FBtr0303164
OG0002519	FBtr0080708
OG0002520	FBtr0080709
OG0002521	FBtr0302159
OG0002522	FBtr0080746
OG0002523	FBtr0080729
OG0002524	FBtr0300846
OG0002525	FBtr0080731
OG0002526	FBtr0080733
OG0002527	FBtr0300021
OG0002528	FBtr0080734
OG0002529	FBtr0080743
OG0002530	FBtr0080740
OG0002531	FBtr0080735
OG0002532	FBtr0080739
OG0002533	FBtr0080738
OG0002534	FBtr0300847
OG0002535	FBtr0080752
OG0002536	FBtr0080785
OG0002537	FBtr0080784
OG0002538	FBtr0080755
OG0002539	FBtr0344773
OG0002540	FBtr0305561
OG0002541	FBtr0080771
OG0002542	FBtr0080760
OG0002543	FBtr0080765
OG0002544	FBtr0305560
OG0002545	FBtr0080764
OG0002546	FBtr0080763
OG0002547	FBtr0331280
OG0002548	FBtr0080787
OG0002549	FBtr0080788
OG0002550	FBtr0473622
OG0002551	FBtr0080790
OG0002552	FBtr0080810
OG0002553	FBtr0080809
OG0002554	FBtr0080808
OG0002555	FBtr0300613
OG0002556	FBtr0080800
OG0002557	FBtr0080802
OG0002558	FBtr0080801
OG0002559	FBtr0080803
OG0002560	FBtr0343728
OG0002561	FBtr0112359
OG0002562	FBtr0303797
OG0002563	FBtr0080856
OG0002564	FBtr0080824
OG0002565	FBtr0080855
OG0002566	FBtr0080825
OG0002567	FBtr0080826
OG0002568	FBtr0305564
OG0002569	FBtr0080828
OG0002570	FBtr0080852
OG0002571	FBtr0080829
OG0002572	FBtr0080851
OG0002573	FBtr0080850
OG0002574	FBtr0080831
OG0002575	FBtr0080848
OG0002576	FBtr0080833
OG0002577	FBtr0080844
OG0002578	FBtr0080834
OG0002579	FBtr0080843
OG0002580	FBtr0299599
OG0002582	FBtr0080883
OG0002583	FBtr0080887
OG0002584	FBtr0080884
OG0002585	FBtr0303445
OG0002586	FBtr0080888
OG0002587	FBtr0080889
OG0002588	FBtr0080941
OG0002589	FBtr0290062
OG0002590	FBtr0080937
OG0002591	FBtr0080936
OG0002592	FBtr0080935
OG0002593	FBtr0080892
OG0002594	FBtr0080934
OG0002595	FBtr0329945
OG0002596	FBtr0080894
OG0002597	FBtr0080933
OG0002598	FBtr0080931
OG0002599	FBtr0080914
OG0002600	FBtr0080915
OG0002601	FBtr0080930
OG0002602	FBtr0080919
OG0002603	FBtr0080929
OG0002604	FBtr0080960
OG0002605	FBtr0080947
OG0002606	FBtr0080959
OG0002607	FBtr0340172
OG0002608	FBtr0301255
OG0002609	FBtr0304932
OG0002610	FBtr0080956
OG0002611	FBtr0080955
OG0002612	FBtr0080954
OG0002613	FBtr0080953
OG0002614	FBtr0302499
OG0002615	FBtr0080970
OG0002616	FBtr0080969
OG0002617	FBtr0080976
OG0002618	FBtr0081011
OG0002619	FBtr0080979
OG0002620	FBtr0081010
OG0002621	FBtr0301577
OG0002622	FBtr0080980
OG0002623	FBtr0081007
OG0002624	FBtr0080981
OG0002625	FBtr0330226
OG0002626	FBtr0080982
OG0002627	FBtr0081001
OG0002628	FBtr0080999
OG0002629	FBtr0080983
OG0002630	FBtr0080998
OG0002631	FBtr0080984
OG0002632	FBtr0306165
OG0002633	FBtr0080995
OG0002634	FBtr0080994
OG0002635	FBtr0080990
OG0002636	FBtr0080986
OG0002637	FBtr0080989
OG0002638	FBtr0303254
OG0002639	FBtr0080988
OG0002640	FBtr0081026
OG0002641	FBtr0302276
OG0002642	FBtr0340228
OG0002643	FBtr0081030
OG0002644	FBtr0081045
OG0002645	FBtr0081034
OG0002646	FBtr0081035
OG0002647	FBtr0081043
OG0002648	FBtr0329928
OG0002649	FBtr0081038
OG0002650	FBtr0081048
OG0002651	FBtr0081049
OG0002652	FBtr0081062
OG0002653	FBtr0081061
OG0002654	FBtr0081055
OG0002655	FBtr0081050
OG0002656	FBtr0112805
OG0002657	FBtr0081088
OG0002658	FBtr0081087
OG0002659	FBtr0300675
OG0002660	FBtr0300674
OG0002661	FBtr0300341
OG0002662	FBtr0081069
OG0002663	FBtr0112544
OG0002664	FBtr0343826
OG0002665	FBtr0081081
OG0002666	FBtr0081080
OG0002667	FBtr0081071
OG0002668	FBtr0081072
OG0002669	FBtr0081079
OG0002670	FBtr0081078
OG0002671	FBtr0329971
OG0002672	FBtr0306922
OG0002673	FBtr0081092
OG0002674	FBtr0081131
OG0002675	FBtr0081095
OG0002676	FBtr0089628
OG0002677	FBtr0081096
OG0002678	FBtr0081097
OG0002679	FBtr0081128
OG0002680	FBtr0081098
OG0002681	FBtr0343116
OG0002682	FBtr0081126
OG0002683	FBtr0081099
OG0002684	FBtr0343114
OG0002685	FBtr0301647
OG0002686	FBtr0081101
OG0002687	FBtr0305620
OG0002688	FBtr0081122
OG0002689	FBtr0081102
OG0002690	FBtr0273228
OG0002691	FBtr0081118
OG0002692	FBtr0081110
OG0002693	FBtr0347402
OG0002694	FBtr0089318
OG0002695	FBtr0081111
OG0002696	FBtr0081193
OG0002697	FBtr0081192
OG0002698	FBtr0081191
OG0002699	FBtr0081187
OG0002700	FBtr0081133
OG0002701	FBtr0081186
OG0002702	FBtr0081134
OG0002703	FBtr0081185
OG0002704	FBtr0081135
OG0002705	FBtr0081184
OG0002706	FBtr0081136
OG0002707	FBtr0081183
OG0002708	FBtr0081181
OG0002709	FBtr0081139
OG0002710	FBtr0081140
OG0002711	FBtr0081141
OG0002712	FBtr0081180
OG0002713	FBtr0081142
OG0002714	FBtr0081143
OG0002715	FBtr0081178
OG0002716	FBtr0081144
OG0002717	FBtr0081146
OG0002718	FBtr0081177
OG0002719	FBtr0302289
OG0002720	FBtr0081148
OG0002721	FBtr0081149
OG0002722	FBtr0081150
OG0002723	FBtr0081151
OG0002724	FBtr0081174
OG0002725	FBtr0081173
OG0002726	FBtr0081153
OG0002727	FBtr0081164
OG0002728	FBtr0081156
OG0002729	FBtr0081162
OG0002730	FBtr0081157
OG0002731	FBtr0336628
OG0002732	FBtr0336627
OG0002733	FBtr0081194
OG0002734	FBtr0081227
OG0002735	FBtr0081197
OG0002736	FBtr0081198
OG0002738	FBtr0081221
OG0002739	FBtr0081216
OG0002740	FBtr0081200
OG0002741	FBtr0081211
OG0002742	FBtr0081201
OG0002743	FBtr0081204
OG0002744	FBtr0081203
OG0002745	FBtr0081205
OG0002746	FBtr0081288
OG0002747	FBtr0081234
OG0002748	FBtr0081287
OG0002749	FBtr0081237
OG0002750	FBtr0302930
OG0002751	FBtr0081285
OG0002752	FBtr0081243
OG0002753	FBtr0081284
OG0002754	FBtr0331325
OG0002755	FBtr0081246
OG0002756	FBtr0329963
OG0002757	FBtr0081247
OG0002758	FBtr0081279
OG0002759	FBtr0081248
OG0002760	FBtr0081277
OG0002761	FBtr0081249
OG0002762	FBtr0081251
OG0002763	FBtr0081253
OG0002764	FBtr0081276
OG0002765	FBtr0081257
OG0002766	FBtr0081267
OG0002767	FBtr0081258
OG0002768	FBtr0081266
OG0002769	FBtr0331246
OG0002770	FBtr0081259
OG0002771	FBtr0331239
OG0002772	FBtr0081261
OG0002773	FBtr0081325
OG0002774	FBtr0081289
OG0002775	FBtr0081324
OG0002776	FBtr0081323
OG0002777	FBtr0081290
OG0002778	FBtr0347410
OG0002779	FBtr0089320
OG0002780	FBtr0081318
OG0002781	FBtr0081291
OG0002782	FBtr0081316
OG0002783	FBtr0081314
OG0002784	FBtr0329845
OG0002785	FBtr0081300
OG0002786	FBtr0100106
OG0002787	FBtr0081308
OG0002788	FBtr0081302
OG0002789	FBtr0081303
OG0002790	FBtr0081306
OG0002791	FBtr0332566
OG0002792	FBtr0081350
OG0002793	FBtr0081327
OG0002794	FBtr0081348
OG0002795	FBtr0331184
OG0002796	FBtr0089395
OG0002797	FBtr0081332
OG0002798	FBtr0310558
OG0002799	FBtr0081341
OG0002800	FBtr0081333
OG0002801	FBtr0081340
OG0002802	FBtr0081334
OG0002803	FBtr0081338
OG0002804	FBtr0081336
OG0002805	FBtr0081378
OG0002806	FBtr0081376
OG0002807	FBtr0081375
OG0002808	FBtr0081351
OG0002809	FBtr0081352
OG0002810	FBtr0081374
OG0002811	FBtr0336747
OG0002812	FBtr0081371
OG0002813	FBtr0081369
OG0002814	FBtr0081367
OG0002815	FBtr0081358
OG0002816	FBtr0307019
OG0002817	FBtr0081363
OG0002818	FBtr0081381
OG0002819	FBtr0081406
OG0002820	FBtr0081404
OG0002821	FBtr0081384
OG0002822	FBtr0081403
OG0002823	FBtr0081388
OG0002824	FBtr0290059
OG0002825	FBtr0081390
OG0002826	FBtr0081399
OG0002827	FBtr0081391
OG0002828	FBtr0081397
OG0002829	FBtr0081396
OG0002830	FBtr0081395
OG0002831	FBtr0081393
OG0002832	FBtr0081392
OG0002833	FBtr0081460
OG0002834	FBtr0081409
OG0002835	FBtr0081459
OG0002836	FBtr0305961
OG0002837	FBtr0335152
OG0002838	FBtr0081414
OG0002839	FBtr0089947
OG0002840	FBtr0081416
OG0002841	FBtr0081455
OG0002842	FBtr0081422
OG0002843	FBtr0290042
OG0002844	FBtr0081424
OG0002845	FBtr0081425
OG0002846	FBtr0081426
OG0002847	FBtr0081428
OG0002848	FBtr0081429
OG0002849	FBtr0307163
OG0002850	FBtr0330255
OG0002851	FBtr0081439
OG0002852	FBtr0081438
OG0002853	FBtr0089944
OG0002854	FBtr0081461
OG0002855	FBtr0081507
OG0002856	FBtr0329988
OG0002857	FBtr0081464
OG0002858	FBtr0300444
OG0002859	FBtr0114615
OG0002860	FBtr0081465
OG0002861	FBtr0299912
OG0002862	FBtr0306017
OG0002863	FBtr0081468
OG0002865	FBtr0081501
OG0002866	FBtr0081469
OG0002867	FBtr0081500
OG0002868	FBtr0081499
OG0002869	FBtr0081472
OG0002870	FBtr0306975
OG0002871	FBtr0081475
OG0002872	FBtr0081493
OG0002873	FBtr0110895
OG0002874	FBtr0081487
OG0002875	FBtr0331677
OG0002876	FBtr0081479
OG0002877	FBtr0081482
OG0002878	FBtr0081483
OG0002879	FBtr0081524
OG0002880	FBtr0081512
OG0002882	FBtr0273404
OG0002883	FBtr0081517
OG0002884	FBtr0333355
OG0002885	FBtr0085923
OG0002886	FBtr0085919
OG0002887	FBtr0085897
OG0002888	FBtr0085899
OG0002889	FBtr0085915
OG0002890	FBtr0085911
OG0002891	FBtr0085909
OG0002892	FBtr0085906
OG0002893	FBtr0085950
OG0002894	FBtr0085931
OG0002895	FBtr0089377
OG0002896	FBtr0085935
OG0002897	FBtr0306060
OG0002898	FBtr0085941
OG0002899	FBtr0100407
OG0002901	FBtr0111245
OG0002902	FBtr0111125
OG0002903	FBtr0111239
OG0002904	FBtr0113781
OG0002906	FBtr0111268
OG0002909	FBtr0086068
OG0002910	FBtr0273208
OG0002911	FBtr0086072
OG0002912	FBtr0086034
OG0002913	FBtr0086062
OG0002914	FBtr0086036
OG0002915	FBtr0086060
OG0002916	FBtr0086058
OG0002917	FBtr0086043
OG0002918	FBtr0086057
OG0002919	FBtr0086044
OG0002920	FBtr0086052
OG0002921	FBtr0086045
OG0002922	FBtr0300553
OG0002923	FBtr0307307
OG0002924	FBtr0086032
OG0002925	FBtr0086031
OG0002926	FBtr0335276
OG0002927	FBtr0085972
OG0002928	FBtr0086028
OG0002929	FBtr0086027
OG0002930	FBtr0086025
OG0002931	FBtr0085974
OG0002932	FBtr0474125
OG0002933	FBtr0086023
OG0002934	FBtr0085977
OG0002935	FBtr0086022
OG0002936	FBtr0086018
OG0002937	FBtr0086011
OG0002938	FBtr0332948
OG0002939	FBtr0085987
OG0002940	FBtr0085988
OG0002941	FBtr0086003
OG0002942	FBtr0307499
OG0002943	FBtr0086001
OG0002944	FBtr0086000
OG0002945	FBtr0085992
OG0002946	FBtr0114492
OG0002947	FBtr0114365
OG0002948	FBtr0086149
OG0002949	FBtr0086107
OG0002950	FBtr0086148
OG0002951	FBtr0086108
OG0002952	FBtr0086109
OG0002953	FBtr0086147
OG0002954	FBtr0086110
OG0002955	FBtr0086146
OG0002956	FBtr0330252
OG0002957	FBtr0086145
OG0002958	FBtr0086119
OG0002959	FBtr0086144
OG0002960	FBtr0086143
OG0002961	FBtr0086122
OG0002962	FBtr0086142
OG0002963	FBtr0086123
OG0002964	FBtr0307075
OG0002965	FBtr0086124
OG0002966	FBtr0086140
OG0002967	FBtr0344559
OG0002968	FBtr0301423
OG0002969	FBtr0086126
OG0002970	FBtr0300285
OG0002971	FBtr0086135
OG0002972	FBtr0086134
OG0002973	FBtr0086212
OG0002974	FBtr0086211
OG0002975	FBtr0335512
OG0002976	FBtr0086160
OG0002977	FBtr0112408
OG0002978	FBtr0086210
OG0002979	FBtr0336654
OG0002980	FBtr0336684
OG0002981	FBtr0086196
OG0002982	FBtr0086162
OG0002983	FBtr0300357
OG0002984	FBtr0086165
OG0002985	FBtr0307183
OG0002986	FBtr0086169
OG0002987	FBtr0086185
OG0002988	FBtr0086186
OG0002989	FBtr0086182
OG0002990	FBtr0086184
OG0002991	FBtr0086170
OG0002992	FBtr0089760
OG0002993	FBtr0086171
OG0002994	FBtr0086179
OG0002995	FBtr0086181
OG0002996	FBtr0086180
OG0002997	FBtr0089023
OG0002998	FBtr0089024
OG0002999	FBtr0089026
OG0003000	FBtr0089028
OG0003001	FBtr0089030
OG0003002	FBtr0089031
OG0003003	FBtr0089032
OG0003004	FBtr0089035
OG0003005	FBtr0089062
OG0003006	FBtr0089060
OG0003007	FBtr0089036
OG0003008	FBtr0347153
OG0003009	FBtr0300063
OG0003010	FBtr0329858
OG0003011	FBtr0089041
OG0003012	FBtr0112770
OG0003013	FBtr0100356
OG0003014	FBtr0089053
OG0003015	FBtr0089052
OG0003016	FBtr0089045
OG0003017	FBtr0089046
OG0003018	FBtr0089048
OG0003019	FBtr0089044
OG0003020	FBtr0089051
OG0003021	FBtr0089050
OG0003022	FBtr0089049
OG0003023	FBtr0089022
OG0003024	FBtr0089021
OG0003025	FBtr0088961
OG0003026	FBtr0332461
OG0003027	FBtr0088963
OG0003028	FBtr0089015
OG0003029	FBtr0088966
OG0003030	FBtr0344883
OG0003031	FBtr0089013
OG0003032	FBtr0305124
OG0003033	FBtr0088970
OG0003034	FBtr0089004
OG0003035	FBtr0088971
OG0003036	FBtr0088972
OG0003037	FBtr0089003
OG0003038	FBtr0089002
OG0003039	FBtr0300959
OG0003040	FBtr0088974
OG0003041	FBtr0089329
OG0003042	FBtr0088998
OG0003043	FBtr0088975
OG0003044	FBtr0088997
OG0003045	FBtr0308198
OG0003046	FBtr0300080
OG0003047	FBtr0088984
OG0003048	FBtr0088983
OG0003049	FBtr0088982
OG0003050	FBtr0089743
OG0003051	FBtr0088981
OG0003052	FBtr0088979
OG0003053	FBtr0088960
OG0003054	FBtr0088904
OG0003055	FBtr0088959
OG0003056	FBtr0088957
OG0003057	FBtr0088905
OG0003058	FBtr0088907
OG0003059	FBtr0088955
OG0003060	FBtr0088909
OG0003061	FBtr0088954
OG0003062	FBtr0088953
OG0003063	FBtr0088952
OG0003064	FBtr0088951
OG0003065	FBtr0088912
OG0003066	FBtr0088948
OG0003067	FBtr0306941
OG0003068	FBtr0306944
OG0003069	FBtr0088946
OG0003070	FBtr0088947
OG0003071	FBtr0347154
OG0003072	FBtr0088944
OG0003073	FBtr0088943
OG0003074	FBtr0088942
OG0003075	FBtr0088924
OG0003076	FBtr0088941
OG0003077	FBtr0332911
OG0003078	FBtr0088925
OG0003079	FBtr0088926
OG0003080	FBtr0088938
OG0003081	FBtr0088935
OG0003082	FBtr0344723
OG0003083	FBtr0088831
OG0003084	FBtr0088900
OG0003085	FBtr0308825
OG0003086	FBtr0088899
OG0003087	FBtr0088834
OG0003088	FBtr0088898
OG0003089	FBtr0088841
OG0003090	FBtr0113331
OG0003091	FBtr0308589
OG0003092	FBtr0088888
OG0003093	FBtr0088845
OG0003094	FBtr0088887
OG0003095	FBtr0088883
OG0003096	FBtr0088850
OG0003097	FBtr0088882
OG0003098	FBtr0088881
OG0003099	FBtr0088880
OG0003100	FBtr0113052
OG0003101	FBtr0088857
OG0003102	FBtr0088875
OG0003103	FBtr0088874
OG0003104	FBtr0088859
OG0003105	FBtr0088871
OG0003106	FBtr0088860
OG0003107	FBtr0088870
OG0003108	FBtr0088869
OG0003109	FBtr0088868
OG0003110	FBtr0304750
OG0003111	FBtr0339281
OG0003112	FBtr0330631
OG0003113	FBtr0088825
OG0003114	FBtr0088824
OG0003115	FBtr0088779
OG0003116	FBtr0088781
OG0003117	FBtr0088821
OG0003118	FBtr0100140
OG0003119	FBtr0088783
OG0003120	FBtr0100668
OG0003121	FBtr0088784
OG0003122	FBtr0300658
OG0003123	FBtr0300660
OG0003124	FBtr0088785
OG0003125	FBtr0088816
OG0003126	FBtr0088815
OG0003127	FBtr0088811
OG0003128	FBtr0088807
OG0003129	FBtr0088806
OG0003130	FBtr0088788
OG0003131	FBtr0088789
OG0003132	FBtr0088790
OG0003133	FBtr0088805
OG0003134	FBtr0344893
OG0003135	FBtr0088804
OG0003136	FBtr0088803
OG0003137	FBtr0088792
OG0003138	FBtr0088794
OG0003139	FBtr0088796
OG0003140	FBtr0088802
OG0003141	FBtr0088801
OG0003142	FBtr0088800
OG0003143	FBtr0339350
OG0003144	FBtr0088739
OG0003145	FBtr0088773
OG0003146	FBtr0088772
OG0003147	FBtr0112411
OG0003148	FBtr0088771
OG0003149	FBtr0088769
OG0003150	FBtr0088765
OG0003151	FBtr0088740
OG0003152	FBtr0290124
OG0003153	FBtr0088742
OG0003154	FBtr0088760
OG0003155	FBtr0088747
OG0003156	FBtr0330608
OG0003157	FBtr0339346
OG0003158	FBtr0088691
OG0003159	FBtr0088730
OG0003160	FBtr0339354
OG0003161	FBtr0310448
OG0003162	FBtr0088694
OG0003163	FBtr0088728
OG0003164	FBtr0088695
OG0003165	FBtr0088727
OG0003166	FBtr0089427
OG0003167	FBtr0333001
OG0003168	FBtr0088704
OG0003169	FBtr0088705
OG0003170	FBtr0088724
OG0003171	FBtr0307023
OG0003172	FBtr0088709
OG0003173	FBtr0088719
OG0003174	FBtr0088710
OG0003175	FBtr0301639
OG0003176	FBtr0302222
OG0003177	FBtr0290115
OG0003178	FBtr0088714
OG0003179	FBtr0088636
OG0003180	FBtr0304572
OG0003181	FBtr0330246
OG0003182	FBtr0345224
OG0003183	FBtr0088685
OG0003184	FBtr0088644
OG0003185	FBtr0088684
OG0003186	FBtr0088645
OG0003187	FBtr0088683
OG0003188	FBtr0088650
OG0003189	FBtr0088682
OG0003190	FBtr0088679
OG0003191	FBtr0088651
OG0003192	FBtr0088652
OG0003193	FBtr0088653
OG0003194	FBtr0088676
OG0003195	FBtr0088654
OG0003196	FBtr0088675
OG0003197	FBtr0088656
OG0003198	FBtr0088674
OG0003199	FBtr0088688
OG0003200	FBtr0088658
OG0003201	FBtr0088671
OG0003202	FBtr0273385
OG0003203	FBtr0112560
OG0003204	FBtr0301193
OG0003205	FBtr0088666
OG0003206	FBtr0088660
OG0003207	FBtr0088665
OG0003208	FBtr0088664
OG0003209	FBtr0088662
OG0003210	FBtr0088661
OG0003211	FBtr0300501
OG0003212	FBtr0088633
OG0003213	FBtr0088632
OG0003214	FBtr0088631
OG0003215	FBtr0088565
OG0003216	FBtr0330624
OG0003217	FBtr0088567
OG0003218	FBtr0088628
OG0003219	FBtr0088568
OG0003220	FBtr0088570
OG0003221	FBtr0088579
OG0003222	FBtr0088626
OG0003223	FBtr0088580
OG0003224	FBtr0088624
OG0003225	FBtr0088581
OG0003226	FBtr0088623
OG0003227	FBtr0088582
OG0003228	FBtr0301527
OG0003229	FBtr0088618
OG0003230	FBtr0089931
OG0003231	FBtr0302512
OG0003232	FBtr0088586
OG0003233	FBtr0088609
OG0003234	FBtr0088587
OG0003235	FBtr0088607
OG0003236	FBtr0112897
OG0003237	FBtr0088600
OG0003238	FBtr0088595
OG0003239	FBtr0088599
OG0003240	FBtr0112930
OG0003241	FBtr0088598
OG0003242	FBtr0332996
OG0003243	FBtr0088558
OG0003244	FBtr0088503
OG0003245	FBtr0088555
OG0003246	FBtr0088554
OG0003247	FBtr0088505
OG0003248	FBtr0088552
OG0003249	FBtr0088506
OG0003250	FBtr0088551
OG0003251	FBtr0300293
OG0003252	FBtr0112892
OG0003253	FBtr0306808
OG0003254	FBtr0088512
OG0003255	FBtr0088547
OG0003256	FBtr0088519
OG0003257	FBtr0339394
OG0003258	FBtr0088522
OG0003259	FBtr0088542
OG0003260	FBtr0088524
OG0003261	FBtr0088525
OG0003262	FBtr0305178
OG0003263	FBtr0088533
OG0003264	FBtr0088535
OG0003265	FBtr0088534
OG0003266	FBtr0088531
OG0003267	FBtr0088501
OG0003268	FBtr0088496
OG0003269	FBtr0088495
OG0003270	FBtr0088494
OG0003271	FBtr0301706
OG0003272	FBtr0088476
OG0003273	FBtr0100088
OG0003274	FBtr0088492
OG0003275	FBtr0309880
OG0003276	FBtr0088486
OG0003277	FBtr0088477
OG0003278	FBtr0088485
OG0003279	FBtr0088478
OG0003280	FBtr0089394
OG0003281	FBtr0345019
OG0003282	FBtr0089998
OG0003283	FBtr0088373
OG0003284	FBtr0088454
OG0003285	FBtr0088374
OG0003286	FBtr0472693
OG0003287	FBtr0088375
OG0003288	FBtr0088376
OG0003289	FBtr0088377
OG0003290	FBtr0088451
OG0003291	FBtr0088450
OG0003292	FBtr0088380
OG0003293	FBtr0300921
OG0003294	FBtr0088448
OG0003295	FBtr0088383
OG0003296	FBtr0088384
OG0003297	FBtr0330708
OG0003298	FBtr0088441
OG0003299	FBtr0088385
OG0003300	FBtr0088440
OG0003301	FBtr0088388
OG0003302	FBtr0088390
OG0003303	FBtr0112905
OG0003304	FBtr0088437
OG0003305	FBtr0088393
OG0003306	FBtr0339420
OG0003307	FBtr0088395
OG0003308	FBtr0088434
OG0003309	FBtr0088433
OG0003310	FBtr0088432
OG0003311	FBtr0088399
OG0003312	FBtr0088431
OG0003313	FBtr0088403
OG0003314	FBtr0088429
OG0003315	FBtr0088404
OG0003316	FBtr0088428
OG0003317	FBtr0088405
OG0003318	FBtr0089674
OG0003319	FBtr0088409
OG0003320	FBtr0330606
OG0003321	FBtr0088425
OG0003322	FBtr0088412
OG0003323	FBtr0088420
OG0003324	FBtr0088423
OG0003325	FBtr0300944
OG0003326	FBtr0089758
OG0003327	FBtr0290287
OG0003328	FBtr0088331
OG0003329	FBtr0088332
OG0003330	FBtr0301444
OG0003331	FBtr0088369
OG0003332	FBtr0299834
OG0003333	FBtr0452140
OG0003334	FBtr0088333
OG0003335	FBtr0088364
OG0003336	FBtr0088334
OG0003337	FBtr0273274
OG0003338	FBtr0088335
OG0003339	FBtr0339452
OG0003340	FBtr0088337
OG0003341	FBtr0088360
OG0003342	FBtr0088348
OG0003343	FBtr0088359
OG0003344	FBtr0088349
OG0003345	FBtr0303080
OG0003346	FBtr0303149
OG0003347	FBtr0088323
OG0003348	FBtr0346961
OG0003349	FBtr0088314
OG0003350	FBtr0088264
OG0003351	FBtr0088311
OG0003352	FBtr0088310
OG0003353	FBtr0301281
OG0003354	FBtr0088306
OG0003355	FBtr0088274
OG0003356	FBtr0330607
OG0003357	FBtr0113063
OG0003358	FBtr0088258
OG0003359	FBtr0088212
OG0003360	FBtr0088213
OG0003361	FBtr0330601
OG0003362	FBtr0088257
OG0003363	FBtr0088215
OG0003364	FBtr0088256
OG0003365	FBtr0088218
OG0003366	FBtr0088255
OG0003367	FBtr0088254
OG0003368	FBtr0088253
OG0003369	FBtr0088221
OG0003370	FBtr0088222
OG0003371	FBtr0088223
OG0003372	FBtr0088249
OG0003373	FBtr0088224
OG0003374	FBtr0088248
OG0003375	FBtr0088247
OG0003376	FBtr0088227
OG0003377	FBtr0088246
OG0003378	FBtr0088245
OG0003379	FBtr0113356
OG0003380	FBtr0088228
OG0003381	FBtr0088240
OG0003382	FBtr0339472
OG0003383	FBtr0089728
OG0003384	FBtr0088239
OG0003385	FBtr0088236
OG0003386	FBtr0088238
OG0003387	FBtr0088237
OG0003388	FBtr0088198
OG0003389	FBtr0088199
OG0003390	FBtr0088211
OG0003391	FBtr0088210
OG0003392	FBtr0088202
OG0003393	FBtr0088206
OG0003394	FBtr0088203
OG0003395	FBtr0088205
OG0003396	FBtr0330620
OG0003397	FBtr0330635
OG0003398	FBtr0339479
OG0003399	FBtr0088196
OG0003400	FBtr0088195
OG0003401	FBtr0088107
OG0003402	FBtr0112416
OG0003403	FBtr0088194
OG0003404	FBtr0088193
OG0003405	FBtr0088192
OG0003406	FBtr0088191
OG0003407	FBtr0088108
OG0003408	FBtr0088111
OG0003409	FBtr0088190
OG0003410	FBtr0088112
OG0003411	FBtr0088113
OG0003412	FBtr0088189
OG0003413	FBtr0088114
OG0003414	FBtr0088182
OG0003415	FBtr0088115
OG0003416	FBtr0332422
OG0003417	FBtr0088116
OG0003418	FBtr0088178
OG0003419	FBtr0088177
OG0003420	FBtr0088176
OG0003421	FBtr0088175
OG0003422	FBtr0088118
