FBtr	OG_ID	transcript_ID	gene_ID
FBtr0071263	OG0009863	CG10962-RB	CG10962
FBtr0071265	OG0009862	CG12661-RA	CG12661
FBtr0071266	OG0009861	CG1871-RA	e(r)
FBtr0071268	OG0009859	CG1885-RA	Uros1
FBtr0071270	OG0009858	CG10701-RB	Moe
FBtr0071279	OG0009856	CG11354-RA	Lim1
FBtr0071280	OG0009854	CG1994-RA	l(1)G0020
FBtr0071281	OG0009852	CG2004-RA	CG2004
FBtr0071284	OG0009871	CG7041-RA	HP1b
FBtr0071285	OG0009872	CG32707-RA	APC4
FBtr0071289	OG0009873	CG7033-RA	CCT2
FBtr0071293	OG0009875	CG7039-RA	Arfrp1
FBtr0071296	OG0009876	CG9113-RD	AP-1gamma
FBtr0071299	OG0009878	CG7065-RA	CG7065
FBtr0071300	OG0009880	CG7055-RA	Bap111
FBtr0071304	OG0009887	CG12057-RA	CG12057
FBtr0071305	OG0009888	CG12056-RA	CG12056
FBtr0071306	OG0009889	CG12106-RA	CG12106
FBtr0071307	OG0009893	CG12665-RA	Obp8a
FBtr0071308	OG0009894	CG15368-RA	CG15368
FBtr0071310	OG0009896	CG15370-RA	CG15370
FBtr0071311	OG0009897	CG15371-RA	Gr8a
FBtr0071313	OG0009903	CG15793-RA	Dsor1
FBtr0071314	OG0009904	CG17754-RC	CG17754
FBtr0071317	OG0009905	CG15797-RA	ric8a
FBtr0071319	OG0009907	CG16892-RA	Aladin
FBtr0071320	OG0009909	CG1689-RA	lz
FBtr0071324	OG0009910	CG12135-RA	c12.1
FBtr0071326	OG0009908	CG12132-RA	c11.1
FBtr0071329	OG0009906	CG32703-RA	Erk7
FBtr0071331	OG0009902	CG12127-RA	amx
FBtr0071332	OG0009900	CG12124-RA	mxc
FBtr0071333	OG0009899	CG32704-RA	Ir8a
FBtr0071334	OG0009898	CG12121-RA	CG12121
FBtr0071335	OG0009895	CG12120-RA	t
FBtr0071336	OG0009892	CG12119-RA	SmydA-9
FBtr0071338	OG0009891	CG2194-RC	su(r)
FBtr0071339	OG0009890	CG12118-RA	CG12118
FBtr0071341	OG0009886	CG12115-RA	CG12115
FBtr0071342	OG0009884	CG9060-RA	Zpr1
FBtr0071343	OG0009883	CG9034-RA	NdufA3
FBtr0071344	OG0009881	CG9022-RA	Ost48
FBtr0071348	OG0009879	CG8971-RA	fh
FBtr0071349	OG0009877	CG12664-RB	fend
FBtr0071350	OG0009874	CG8264-RA	Bx42
FBtr0071353	OG0009870	CG7246-RA	CG7246
FBtr0071356	OG0009868	CG10970-RA	CG10970
FBtr0071358	OG0009912	CG17252-RA	BCL7-like
FBtr0071361	OG0009919	CG3001-RA	Hex-A
FBtr0071363	OG0009920	CG3002-RB	Gga
FBtr0071367	OG0009922	CG12141-RB	LysRS
FBtr0071368	OG0009921	CG3004-RA	Lst8
FBtr0071373	OG0009914	CG32700-RA	CG32700
FBtr0071379	OG0009926	CG12653-RA	btd
FBtr0071387	OG0009929	CG2045-RA	Ser7
FBtr0071388	OG0009933	CG1468-RA	CG1468
FBtr0071389	OG0009934	CG9686-RA	CG9686
FBtr0071390	OG0009935	CG9689-RA	CG9689
FBtr0071391	OG0009936	CG9691-RA	CG9691
FBtr0071395	OG0009937	CG1986-RA	CG1986
FBtr0071397	OG0009932	CG15247-RA	CG15247
FBtr0071403	OG0009924	CG3106-RA	CG3106
FBtr0071410	OG0009942	CG32694-RB	CG32694
FBtr0071415	OG0009943	CG2990-RB	Dna2
FBtr0071420	OG0009946	CG32693-RA	Gr9a
FBtr0071429	OG0009938	CG1791-RA	CG1791
FBtr0071430	OG0009948	CG2972-RA	CG2972
FBtr0071438	OG0009953	CG2968-RA	ATPsyndelta
FBtr0071444	OG0009965	CG17841-RA	CG17841
FBtr0071445	OG0009967	CG2898-RA	CG2898
FBtr0071450	OG0009974	CG2889-RA	CG2889
FBtr0071451	OG0009975	CG2890-RA	PPP4R2r
FBtr0071458	OG0009976	CG32687-RA	CG32687
FBtr0071460	OG0009973	CG17255-RA	nocte
FBtr0071462	OG0009972	CG15302-RA	Or9a
FBtr0071463	OG0009970	CG32683-RA	CG32683
FBtr0071465	OG0009969	CG2222-RA	Psf3
FBtr0071466	OG0009968	CG32681-RA	CG32681
FBtr0071468	OG0009966	CG32686-RB	CG32686
FBtr0071469	OG0009964	CG32679-RA	CG32679
FBtr0071470	OG0009963	CG2221-RA	l(1)G0289
FBtr0071472	OG0009961	CG2227-RA	Gip
FBtr0071481	OG0009959	CG12643-RA	CG12643
FBtr0071484	OG0009957	CG2961-RA	CG2961
FBtr0071486	OG0009954	CG2962-RA	CG2962
FBtr0071487	OG0009952	CG15309-RA	Ypel
FBtr0071491	OG0009980	CG2124-RA	CG2124
FBtr0071492	OG0009983	CG2111-RA	CG2111
FBtr0071493	OG0009984	CG32677-RA	X11Lbeta
FBtr0071498	OG0009989	CG32672-RA	Atg8a
FBtr0071500	OG0009988	CG32675-RA	Tango5
FBtr0071502	OG0009987	CG11556-RA	Rph
FBtr0071503	OG0009985	CG32676-RA	stx
FBtr0071506	OG0009982	CG9806-RA	CG9806
FBtr0071510	OG0009981	CG1628-RB	CG1628
FBtr0071511	OG0009979	CG1619-RB	Hmr
FBtr0071512	OG0009978	CG15296-RA	CG15296
FBtr0071520	OG0004275	CG9344-RA	CG9344
FBtr0071522	OG0004281	CG9327-RA	Prosalpha3
FBtr0071526	OG0004285	CG9346-RA	CG9346
FBtr0071528	OG0004287	CG30296-RC	RIC-3
FBtr0071530	OG0004288	CG9350-RA	ND-B14.7
FBtr0071532	OG0004290	CG10540-RA	cpa
FBtr0071533	OG0004292	CG9353-RA	mRpL54
FBtr0071534	OG0004293	CG9357-RA	Cht8
FBtr0071539	OG0004296	CG9364-RC	Treh
FBtr0071541	OG0004295	CG10527-RA	CG10527
FBtr0071544	OG0004294	CG30293-RA	Cht12
FBtr0071545	OG0004291	CG15653-RA	CG15653
FBtr0071546	OG0004289	CG3722-RA	shg
FBtr0071547	OG0004286	CG3295-RA	Sou
FBtr0071548	OG0004284	CG33133-RA	grau
FBtr0071549	OG0004283	CG30291-RA	CG30291
FBtr0071553	OG0004278	CG15651-RA	CG15651
FBtr0071554	OG0004276	CG15650-RA	CG15650
FBtr0071555	OG0004273	CG15649-RA	CG15649
FBtr0071556	OG0004272	CG33152-RA	hbn
FBtr0071562	OG0004268	CG11312-RA	insc
FBtr0071567	OG0004300	CG9394-RA	CG9394
FBtr0071569	OG0004302	CG9401-RA	mago
FBtr0071570	OG0004304	CG9406-RA	CG9406
FBtr0071573	OG0004305	CG9418-RA	Hmg-2
FBtr0071575	OG0004309	CG9437-RA	hng1
FBtr0071576	OG0004311	CG9433-RA	Xpd
FBtr0071580	OG0004313	CG9441-RA	Pu
FBtr0071582	OG0004314	CG9450-RA	tud
FBtr0071583	OG0004315	CG15658-RA	Lapsyn
FBtr0071590	OG0004320	CG10069-RB	MFS16
FBtr0071600	OG0004326	CG9485-RB	Agl
FBtr0071608	OG0004333	CG9841-RA	eEFSec
FBtr0071610	OG0004332	CG15671-RA	cv-2
FBtr0071611	OG0004331	CG17974-RA	CG17974
FBtr0071612	OG0004330	CG9822-RA	CG9822
FBtr0071613	OG0004327	CG30394-RB	CG30394
FBtr0071615	OG0004325	CG9754-RA	Panx
FBtr0071616	OG0004323	CG9752-RA	CG9752
FBtr0071617	OG0004322	CG30390-RA	Sgf29
FBtr0071618	OG0004321	CG30392-RA	CG30392
FBtr0071623	OG0004317	CG18375-RB	ASPP
FBtr0071627	OG0004312	CG4286-RA	CG4286
FBtr0071628	OG0004310	CG4279-RA	LSm1
FBtr0071635	OG0004306	CG15657-RA	CG15657
FBtr0071636	OG0004303	CG30388-RA	Magi
FBtr0071637	OG0004301	CG4050-RA	Tmtc3
FBtr0071639	OG0004298	CG4038-RA	Gar1
FBtr0071640	OG0004297	CG4030-RA	Rbpn-5
FBtr0071641	OG0004335	CG15667-RA	Sara
FBtr0071654	OG0004342	CG10079-RB	Egfr
FBtr0071658	OG0004349	CG10080-RA	mahj
FBtr0071659	OG0004350	CG15674-RA	CG15674
FBtr0071661	OG0004352	CG10082-RA	Ip6k
FBtr0071663	OG0004354	CG10320-RA	ND-B12
FBtr0071666	OG0004361	CG10318-RA	NC2alpha
FBtr0071670	OG0004363	CG10306-RA	eIF3k
FBtr0071671	OG0004366	CG10307-RA	CG10307
FBtr0071672	OG0004368	CG30290-RA	Ppcdc
FBtr0071675	OG0004369	CG17922-RA	CngB
FBtr0071676	OG0004367	CG9878-RA	Tim10
FBtr0071678	OG0004365	CG30285-RA	BaraC
FBtr0071679	OG0004364	CG9874-RA	Tbp
FBtr0071680	OG0004358	CG9865-RA	PIG-M
FBtr0071682	OG0004356	CG15678-RA	pirk
FBtr0071683	OG0004355	CG9862-RA	Rae1
FBtr0071684	OG0004353	CG30284-RA	CG30284
FBtr0071686	OG0004348	CG9856-RA	PTP-ER
FBtr0071687	OG0004347	CG9858-RA	clt
FBtr0071688	OG0004346	CG18870-RA	CG18870
FBtr0071690	OG0004345	CG10433-RA	CG10433
FBtr0071695	OG0004341	CG30287-RA	CG30287
FBtr0071700	OG0004339	CG10494-RA	CG10494
FBtr0071701	OG0004337	CG10496-RA	TAF1C-like
FBtr0071708	OG0004371	CG17950-RA	HmgD
FBtr0071710	OG0004373	CG30398-RA	CG30398
FBtr0071713	OG0004374	CG17952-RC	LBR
FBtr0071714	OG0004375	CG7975-RA	Grx1t
FBtr0071720	OG0004383	CG9294-RB	CG9294
FBtr0071726	OG0004388	CG9304-RA	CG9304
FBtr0071727	OG0004389	CG13491-RA	Gr58c
FBtr0071731	OG0004391	CG30401-RA	dany
FBtr0071732	OG0004390	CG13495-RA	Gr58b
FBtr0071735	OG0004384	CG13493-RA	comr
FBtr0071739	OG0004382	CG4377-RA	CG4377
FBtr0071740	OG0004381	CG4363-RA	CG4363
FBtr0071743	OG0004379	CG4386-RA	tpr
FBtr0071744	OG0004378	CG18735-RA	CG18735
FBtr0071745	OG0004376	CG4402-RA	Loxl2
FBtr0071746	OG0004372	CG30404-RA	Tango11
FBtr0071749	OG0004393	CG9308-RA	CG9308
FBtr0071755	OG0004399	CG6437-RA	GlcT
FBtr0071756	OG0004400	CG6562-RB	Synj
FBtr0071758	OG0004403	CG6613-RA	Plekhm1
FBtr0071760	OG0004406	CG30281-RA	CG30281
FBtr0071761	OG0004407	CG5303-RA	mei-S332
FBtr0071762	OG0004409	CG6698-RA	NtR
FBtr0071763	OG0004413	CG6741-RA	a
FBtr0071765	OG0004411	CG11269-RA	CG11269
FBtr0071766	OG0004412	CG6727-RA	gom
FBtr0071767	OG0004415	CG6758-RA	Fbxo42
FBtr0071769	OG0004417	CG11275-RA	CG11275
FBtr0071770	OG0004418	CG5465-RA	MED16
FBtr0071771	OG0004419	CG5625-RB	Vps35
FBtr0071774	OG0004421	CG5709-RA	ari-2
FBtr0071775	OG0004422	CG5799-RA	dve
FBtr0071784	OG0004420	CG3074-RB	Swim
FBtr0071786	OG0004416	CG11170-RB	CG11170
FBtr0071787	OG0004414	CG3045-RA	CG3045
FBtr0071790	OG0004408	CG11061-RA	GM130
FBtr0071797	OG0004402	CG11073-RA	flap
FBtr0071799	OG0004401	CG13502-RA	CG13502
FBtr0071800	OG0004398	CG2921-RA	CG2921
FBtr0071802	OG0004397	CG11474-RA	CG11474
FBtr0071803	OG0004396	CG11475-RA	CG11475
FBtr0071804	OG0004394	CG13501-RA	CG13501
FBtr0071811	OG0004423	CG5819-RA	CG5819
FBtr0071816	OG0004425	CG5820-RD	Gp150
FBtr0071819	OG0004430	CG11298-RA	CG11298
FBtr0071820	OG0004431	CG10955-RA	Rtf1
FBtr0071823	OG0004433	CG6044-RA	CG6044
FBtr0071827	OG0004434	CG11301-RA	PolE4
FBtr0071828	OG0004436	CG5821-RA	qkr58E-2
FBtr0071830	OG0004440	CG10972-RA	ppk12
FBtr0071832	OG0004444	CG4752-RA	Oplah
FBtr0071833	OG0004445	CG4554-RA	CG4554
FBtr0071834	OG0004446	CG4610-RA	CG4610
FBtr0071838	OG0004447	CG4444-RA	px
FBtr0071841	OG0004439	CG10344-RB	CG10344
FBtr0071842	OG0004437	CG3633-RA	mRpS29
FBtr0071843	OG0004435	CG3613-RA	qkr58E-1
FBtr0071845	OG0004432	CG3624-RA	babos
FBtr0071848	OG0004427	CG3425-RA	T3dh
FBtr0071849	OG0004424	CG3413-RB	wdp
FBtr0071854	OG0004449	CG4269-RA	CG4269
FBtr0071855	OG0004451	CG4046-RA	RpS16
FBtr0071856	OG0004452	CG4071-RA	Vps20
FBtr0071860	OG0004457	CG4207-RA	bonsai
FBtr0071862	OG0004465	CG13510-RA	CG13510
FBtr0071863	OG0004466	CG13511-RA	CG13511
FBtr0071868	OG0004470	CG12190-RA	RYBP
FBtr0071870	OG0004474	CG13517-RB	Obp59a
FBtr0071871	OG0004475	CG13518-RA	Obp58b
FBtr0071872	OG0004477	CG13519-RA	Obp58d
FBtr0071878	OG0004481	CG13526-RA	CG13526
FBtr0071883	OG0004484	CG3612-RA	blw
FBtr0071897	OG0004489	CG3661-RA	RpL23
FBtr0071898	OG0004491	CG3668-RA	fd59A
FBtr0071899	OG0004492	CG13532-RA	CG13532
FBtr0071903	OG0004496	CG3695-RA	MED23
FBtr0071905	OG0004495	CG3495-RA	Gmer
FBtr0071910	OG0004488	CG13531-RB	Spg11
FBtr0071920	OG0004476	CG13524-RA	Obp58c
FBtr0071921	OG0004473	CG30259-RA	CG30259
FBtr0071922	OG0004472	CG13521-RA	robo1
FBtr0071927	OG0004463	CG30196-RA	CG30196
FBtr0071931	OG0004461	CG30195-RA	CG30195
FBtr0071933	OG0004460	CG2852-RA	CG2852
FBtr0071934	OG0004459	CG4414-RA	Ugt317A1
FBtr0071937	OG0004456	CG5179-RA	Cdk9
FBtr0071938	OG0004455	CG17807-RA	Alkbh8
FBtr0071940	OG0004453	CG4329-RA	tous
FBtr0071942	OG0004497	CG12781-RA	nahoda
FBtr0071951	OG0004502	CG9849-RA	CG9849
FBtr0071953	OG0004508	CG2956-RA	twi
FBtr0071958	OG0004511	CG3082-RB	l(2)k09913
FBtr0071963	OG0004513	CG3085-RA	CG3085
FBtr0071965	OG0004515	CG30191-RA	Gr59b
FBtr0071966	OG0004516	CG13538-RA	CG13538
FBtr0071967	OG0004522	CG30192-RA	CG30192
FBtr0071969	OG0004525	CG9899-RA	Ctr9L
FBtr0071973	OG0004523	CG13544-RA	CG13544
FBtr0071974	OG0004521	CG3215-RA	Gpdh2
FBtr0071976	OG0004520	CG30330-RA	Gr59d
FBtr0071977	OG0004519	CG30186-RA	Gr59c
FBtr0071978	OG0004518	CG9873-RA	RpL37-2
FBtr0071979	OG0004517	CG9876-RA	CG9876
FBtr0071982	OG0004512	CG9888-RA	Fib
FBtr0071984	OG0004510	CG9890-RA	CG9890
FBtr0071985	OG0004509	CG9893-RA	DCTN3-p24
FBtr0071988	OG0004506	CG9896-RA	CG9896
FBtr0071989	OG0004505		
FBtr0071990	OG0004504	CG32833-RA	CG32833
FBtr0071994	OG0004501	CG3800-RA	CNBP
FBtr0071995	OG0004500	CG3788-RA	CG3788
FBtr0071996	OG0004498	CG3820-RA	Nup214
FBtr0071998	OG0004527	CG13539-RA	CG13539
FBtr0071999	OG0004528	CG3092-RA	CG3092
FBtr0072001	OG0004533	CG13541-RA	atlas
FBtr0072002	OG0004537	CG9861-RA	CG9861
FBtr0072006	OG0004544	CG9875-RA	CG9875
FBtr0072010	OG0004548	CG13550-RA	Ice1
FBtr0072011	OG0004551	CG9889-RA	yellow-d
FBtr0072012	OG0004552	CG9891-RA	yellow-d2
FBtr0072014	OG0004554	CG10315-RA	eIF2Bdelta
FBtr0072016	OG0004557	CG30411-RA	CG30411
FBtr0072019	OG0004563	CG13557-RA	CG13557
FBtr0072020	OG0004562	CG17226-RA	Or59c
FBtr0072022	OG0004561	CG12227-RA	SkpF
FBtr0072023	OG0004559	CG9820-RA	Or59a
FBtr0072027	OG0004556	CG3520-RA	CG3520
FBtr0072029	OG0004555	CG3530-RA	Mtmr6
FBtr0072030	OG0004553	CG30415-RA	roh
FBtr0072036	OG0004549	CG3493-RA	Golgin245
FBtr0072037	OG0004547	CG3496-RA	vir
FBtr0072038	OG0004543	CG3500-RA	CG3500
FBtr0072040	OG0004539	CG30413-RA	CG30413
FBtr0072041	OG0004538	CG30417-RA	tbrd-3
FBtr0072043	OG0004535	CG30412-RB	CG30412
FBtr0072046	OG0004532	CG3124-RA	CG3124
FBtr0072048	OG0004531	CG12782-RA	CG12782
FBtr0072049	OG0004530	CG9871-RA	RpL22-like
FBtr0072050	OG0004529	CG13549-RA	yip3
FBtr0072056	OG0004564	CG13558-RA	CG13558
FBtr0072057	OG0004565	CG13559-RA	CG13559
FBtr0072058	OG0004568	CG5360-RA	mi
FBtr0072059	OG0004572	CG33150-RA	Gr59f
FBtr0072060	OG0004573	CG30185-RA	AIMP3
FBtr0072061	OG0004575	CG17280-RA	levy
FBtr0072062	OG0004577	CG5370-RA	Dcp-1
FBtr0072065	OG0004579	CG30184-RA	CG30184
FBtr0072073	OG0004587	CG5403-RB	retn
FBtr0072083	OG0004594	CG12273-RA	angel
FBtr0072084	OG0004595	CG5479-RA	mRpL43
FBtr0072085	OG0004597	CG11295-RA	l(2)dtl
FBtr0072087	OG0004601	CG11299-RA	Sesn
FBtr0072091	OG0004603	CG5532-RA	CG5532
FBtr0072094	OG0004600	CG18128-RA	CG18128
FBtr0072095	OG0004598	CG4084-RA	Alg3
FBtr0072097	OG0004596	CG4091-RC	sigmar
FBtr0072099	OG0004593	CG30183-RA	CG30183
FBtr0072100	OG0004591	CG4533-RA	l(2)efl
FBtr0072109	OG0004583	CG10332-RA	CG10332
FBtr0072111	OG0004578	CG3931-RA	Rrp4
FBtr0072112	OG0004576	CG3941-RA	pita
FBtr0072114	OG0004574	CG3957-RA	wmd
FBtr0072115	OG0004571	CG33151-RA	Gr59e
FBtr0072116	OG0004570	CG30181-RA	ppk3
FBtr0072117	OG0004569	CG17632-RA	bw
FBtr0072120	OG0004567	CG3870-RA	RabX1
FBtr0072121	OG0004566	CG3906-RA	CG3906
FBtr0072122	OG0004606	CG30177-RA	CG30177
FBtr0072123	OG0004608	CG5539-RA	CG5539
FBtr0072124	OG0004610	CG5543-RA	CG5543
FBtr0072127	OG0004620	CG5562-RA	gbb
FBtr0072128	OG0004623	CG5569-RA	NdufAF3
FBtr0072129	OG0004625	CG5575-RA	ken
FBtr0072131	OG0004629	CG5597-RA	CG5597
FBtr0072132	OG0004631	CG5602-RA	DNAlig1
FBtr0072133	OG0004633	CG17658-RA	CG17658
FBtr0072134	OG0004635	CG5591-RA	Lpt
FBtr0072141	OG0004639	CG2827-RA	Taldo
FBtr0072143	OG0004640	CG2835-RB	Galphas
FBtr0072147	OG0004643	CG2980-RA	thoc5
FBtr0072150	OG0004647	CG3006-RA	Fmo1
FBtr0072151	OG0004648	CG3017-RA	Alas
FBtr0072152	OG0004650	CG3029-RA	or
FBtr0072154	OG0004651	CG3065-RB	CG3065
FBtr0072156	OG0004652	CG3060-RA	mr
FBtr0072157	OG0004654	CG3090-RA	Sox14
FBtr0072160	OG0004656	CG3105-RA	Pask
FBtr0072161	OG0004658	CG3121-RA	Rsph4a
FBtr0072162	OG0004660	CG11388-RA	Xxylt
FBtr0072163	OG0004661	CG3140-RA	Ak2
FBtr0072165	OG0004663	CG3163-RA	CG3163
FBtr0072166	OG0004665	CG3167-RA	MAN1
FBtr0072168	OG0004667	CG3173-RA	IntS1
FBtr0072169	OG0004669	CG3182-RA	sei
FBtr0072174	OG0004672	CG3195-RC	RpL12
FBtr0072177	OG0004673	CG3204-RA	Rap2l
FBtr0072188	OG0004668	CG4254-RA	tsr
FBtr0072190	OG0004666	CG13567-RA	Not11
FBtr0072192	OG0004664	CG3924-RB	Chi
FBtr0072194	OG0004662	CG30173-RA	HSPC300
FBtr0072195	OG0004659	CG3907-RB	CG3907
FBtr0072197	OG0004657	CG4324-RA	CG4324
FBtr0072202	OG0004655	CG3832-RB	Phm
FBtr0072204	OG0004653	CG3825-RA	PPP1R15
FBtr0072207	OG0004644	CG16787-RA	CG16787
FBtr0072208	OG0004642	CG3803-RA	CG3803
FBtr0072209	OG0004641	CG13565-RA	Orcokinin
FBtr0072210	OG0004638	CG3735-RA	CG3735
FBtr0072211	OG0004637	CG3725-RG	SERCA
FBtr0072219	OG0004636	CG5330-RA	Nap1
FBtr0072220	OG0004634	CG5339-RA	Mettl9
FBtr0072221	OG0004632	CG11184-RB	Upf3
FBtr0072223	OG0004630	CG11183-RA	DCP1
FBtr0072224	OG0004628	CG11182-RA	PHDP
FBtr0072225	OG0004627	CG4882-RA	CG4882
FBtr0072226	OG0004624	CG4581-RA	Mtpbeta
FBtr0072232	OG0004621	CG30170-RA	bgcn
FBtr0072234	OG0004618	CG18426-RA	ytr
FBtr0072235	OG0004619	CG17611-RA	eIF6
FBtr0072236	OG0004616	CG11173-RA	Snap29
FBtr0072237	OG0004615	CG4735-RA	shu
FBtr0072238	OG0004613	CG4763-RA	CG4763
FBtr0072239	OG0004612	CG4797-RB	pippin
FBtr0072241	OG0004611	CG12752-RA	Nxt1
FBtr0072242	OG0004609	CG4817-RA	Ssrp
FBtr0072245	OG0004605	CG15800-RA	CG15800
FBtr0072246	OG0004677	CG13564-RA	Mic10c
FBtr0072247	OG0004678	CG16786-RA	CG16786
FBtr0072250	OG0004680	CG11290-RA	enok
FBtr0072251	OG0004682	CG3253-RA	CG3253
FBtr0072252	OG0004683	CG3257-RA	CG3257
FBtr0072253	OG0004685	CG3260-RA	Zfrp8
FBtr0072255	OG0004687	CG3318-RB	speck
FBtr0072256	OG0004690	CG13570-RA	spag
FBtr0072257	OG0004691	CG3328-RA	CG3328
FBtr0072258	OG0004693	CG3333-RA	Nop60B
FBtr0072261	OG0004694	CG3362-RA	cN-IIIB
FBtr0072262	OG0004695	CG3356-RA	CG3356
FBtr0072263	OG0004698	CG30418-RA	nord
FBtr0072268	OG0004702	CG3394-RA	Fatp3
FBtr0072271	OG0004704	CG3411-RA	bs
FBtr0072272	OG0004703	CG4354-RA	slbo
FBtr0072274	OG0004699	CG13576-RA	Ir60a
FBtr0072275	OG0004697	CG30419-RA	CG30419
FBtr0072277	OG0004692	CG4326-RA	mRpS17
FBtr0072280	OG0004686	CG4065-RA	Naa35
FBtr0072281	OG0004684	CG4057-RA	tamo
FBtr0072285	OG0004681	CG4049-RA	CG4049
FBtr0072287	OG0004679	CG4012-RA	gek
FBtr0072288	OG0004676	CG10339-RA	CG10339
FBtr0072289	OG0004705	CG13578-RA	CG13578
FBtr0072293	OG0004715	CG3483-RA	CG3483
FBtr0072294	OG0004717	CG3492-RA	CG3492
FBtr0072295	OG0004718	CG3494-RA	CG3494
FBtr0072299	OG0004720	CG13580-RA	Crtp
FBtr0072300	OG0004721	CG13581-RA	CG13581
FBtr0072302	OG0004724	CG30169-RA	Brca2
FBtr0072303	OG0004725	CG13585-RA	CG13585
FBtr0072305	OG0004727	CG11413-RA	CG11413
FBtr0072307	OG0004730	CG11414-RA	CG11414
FBtr0072308	OG0004731	CG11416-RA	uri
FBtr0072312	OG0004735	CG3541-RB	pio
FBtr0072314	OG0004736	CG13587-RA	CG13587
FBtr0072315	OG0004738	CG3548-RA	CG3548
FBtr0072316	OG0004739	CG3565-RA	CG3565
FBtr0072317	OG0004740	CG3570-RA	CG3570
FBtr0072320	OG0004745	CG3608-RA	Adck1
FBtr0072323	OG0004748	CG3663-RA	CG3663
FBtr0072324	OG0004751	CG3683-RA	ND-19
FBtr0072327	OG0004754	CG3691-RB	Pof
FBtr0072332	OG0004752	CG4806-RA	CG4806
FBtr0072333	OG0004750	CG30161-RA	CG30161
FBtr0072334	OG0004749	CG30163-RA	Cpr60D
FBtr0072335	OG0004747	CG4781-RA	CG4781
FBtr0072336	OG0004746	CG13594-RA	CG13594
FBtr0072337	OG0004744	CG4741-RA	CG4741
FBtr0072338	OG0004741	CG4707-RA	CG4707
FBtr0072339	OG0004737	CG4692-RB	ATPsynF
FBtr0072342	OG0004732	CG12252-RA	Fcp1
FBtr0072343	OG0004729	CG4634-RA	Nurf-38
FBtr0072344	OG0004726	CG4622-RA	CG4622
FBtr0072346	OG0004723	CG4612-RA	CG4612
FBtr0072347	OG0004722	CG4589-RA	Letm1
FBtr0072355	OG0004716	CG4563-RA	CG4563
FBtr0072356	OG0004714	CG15874-RA	Pgam5-2
FBtr0072362	OG0004709	CG4545-RA	SerT
FBtr0072364	OG0004707	CG4527-RB	Slik
FBtr0072368	OG0004706	CG4356-RB	mAChR-A
FBtr0072369	OG0004757	CG30421-RA	Usp15-31
FBtr0072370	OG0004758	CG9196-RA	spz6
FBtr0072371	OG0004759	CG3880-RA	CG3880
FBtr0072374	OG0004766	CG3594-RA	CG3594
FBtr0072375	OG0004768	CG3589-RA	CG3589
FBtr0072376	OG0004772	CG12849-RA	CG12849
FBtr0072377	OG0004773	CG3611-RA	CG3611
FBtr0072380	OG0004775	CG3650-RA	CG3650
FBtr0072392	OG0004786	CG3760-RA	CG3760
FBtr0072393	OG0004790	CG3770-RA	CG3770
FBtr0072395	OG0004794	CG3776-RA	CG3776
FBtr0072396	OG0004798	CG3829-RA	bez
FBtr0072397	OG0004799	CG3533-RA	uzip
FBtr0072401	OG0004797	CG2727-RB	emp
FBtr0072403	OG0004796	CG2736-RA	CG2736
FBtr0072404	OG0004795	CG9358-RA	4Csp3
FBtr0072409	OG0004791	CG2790-RA	CG2790
FBtr0072410	OG0004789	CG15861-RA	CG15861
FBtr0072411	OG0004788	CG2803-RA	Tina-1
FBtr0072412	OG0004787	CG2811-RA	CG2811
FBtr0072413	OG0004785	CG30427-RC	CG30427
FBtr0072417	OG0004784	CG15860-RA	pain
FBtr0072420	OG0004781	CG10142-RA	Ance-5
FBtr0072423	OG0004777	CG16896-RA	CG16896
FBtr0072425	OG0004771	CG2917-RA	Orc4
FBtr0072426	OG0004770	CG18105-RA	ETH
FBtr0072427	OG0004769	CG2928-RA	Reg-5
FBtr0072429	OG0004767	CG16912-RA	TyrRS-m
FBtr0072430	OG0004765	CG16914-RA	Lcp9
FBtr0072435	OG0004763	CG16932-RA	Eps-15
FBtr0072436	OG0004762	CG16936-RA	GstE12
FBtr0072437	OG0004760	CG12848-RA	CG12848
FBtr0072444	OG0004801	CG3388-RA	gsb
FBtr0072449	OG0004805	CG3340-RA	Kr
FBtr0072461	OG0004800	CG2692-RA	gsb-n
FBtr0072464	OG0004809	CG1210-RD	Pdk1
FBtr0072476	OG0004815	CG13875-RA	CG13875
FBtr0072477	OG0004817	CG6851-RB	Mtch
FBtr0072480	OG0004819	CG1216-RB	mri
FBtr0072483	OG0004821	CG7067-RA	NitFhit
FBtr0072484	OG0004822	CG13876-RA	CG13876
FBtr0072486	OG0004825	CG16940-RC	Dis3l2
FBtr0072499	OG0004827	CG33229-RA	CG33229
FBtr0072503	OG0004831	CG13880-RA	mRpL17
FBtr0072504	OG0004832	CG1221-RA	miple1
FBtr0072519	OG0004830	CG7008-RA	Tudor-SN
FBtr0072524	OG0004826	CG17142-RA	pyx
FBtr0072526	OG0004824	CG17143-RA	thoc7
FBtr0072529	OG0004820	CG18374-RA	Gk1
FBtr0072532	OG0004818	CG7036-RB	rno
FBtr0072534	OG0004814	CG7047-RB	Vdup1
FBtr0072537	OG0004813	CG7049-RA	CG7049
FBtr0072539	OG0004811	CG7051-RA	Dic61B
FBtr0072540	OG0004808	CG12483-RA	CG12483
FBtr0072541	OG0004807	CG13405-RA	CG13405
FBtr0072546	OG0004841	CG1231-RA	CG1231
FBtr0072548	OG0004843	CG1233-RB	CG1233
