OG_ID	gene_ID
OG0010211	BthD
OG0010213	Tango2
OG0010214	CG2691
OG0010216	DNAlig4
OG0010217	CG15760
OG0010218	CG11162
OG0010219	CG12177
OG0010220	Nadsyn
OG0010222	mus101
OG0010223	g
OG0010227	Pdcd4
OG0010228	Rtc1
OG0010229	Yp3
OG0010230	rdgB
OG0010231	CtsB
OG0010233	Galml2
OG0010234	inaE
OG0010235	CG11095
OG0010237	jub
OG0010238	AMPdeam
OG0010239	mamo
OG0010240	CG11068
OG0010242	CG12480
OG0010244	CG11581
OG0010245	CG11584
OG0010246	CG32603
OG0010247	CG12481
OG0010249	CG13403
OG0010250	yl
OG0010252	CG11674
OG0010254	CG42271
OG0010255	Fbxl4
OG0010256	Dus2
OG0010266	CG14414
OG0010267	mRpS25
OG0010268	nmdyn-D6
OG0010270	NetA
OG0010274	Ag5r2
OG0010275	Ag5r
OG0010277	CG14411
OG0010278	Grx5
OG0010281	CG45064
OG0010282	CG9512
OG0010283	fiz
OG0010285	Eo
OG0010286	CG32591
OG0010290	be
OG0010291	CG5541
OG0010293	opm
OG0010294	dob
OG0010300	Dbct
OG0010302	CG9072
OG0010303	Cyp4s3
OG0010304	drd
OG0010306	CG43737
OG0010307	CG5662
OG0010308	PPYR1
OG0010309	CG9106
OG0010312	CG9114
OG0010313	HDAC6
OG0010314	Prp5
OG0010319	Ahcy
OG0010322	CG6294
OG0010323	CG15642
OG0010324	CG15641
OG0010325	Grip128
OG0010326	Alg14
OG0010327	mh
OG0010329	CG6340
OG0010330	Gmap
OG0010332	CG15643
OG0010333	Chsy
OG0010334	Alp11
OG0010336	CG8117
OG0010338	Hap40
OG0010340	CG15601
OG0010342	CG8191
OG0010343	CG12379
OG0010345	Arp6
OG0010347	CG8206
OG0010348	CG8944
OG0010349	CCT6
OG0010350	Mvd
OG0010352	CG8260
OG0010353	Polr3A
OG0010354	CG8952
OG0010355	
OG0010356	CG43673
OG0010357	Paf-AHalpha
OG0010358	mRpS30
OG0010359	Rhp
OG0010360	CG15602
OG0010361	PGRP-LE
OG0010362	CG8509
OG0010367	CG15914
OG0010368	Myb
OG0010370	CG16952
OG0010372	CG15916
OG0010374	CycD
OG0010375	Lrp4
OG0010378	Ranbp16
OG0010380	CG8924
OG0010382	Or13a
OG0010384	eIF5
OG0010386	CG8939
OG0010391	Tob
OG0010392	CG8958
OG0010393	CG42353
OG0010394	disco-r
OG0010395	disco
OG0010397	Mfe2
OG0010398	eas
OG0010402	CG3632
OG0010403	CG3679
OG0010406	SWIP
OG0010407	CG9917
OG0010412	sl
OG0010413	Fur2
OG0010414	CG9992
OG0010418	Traf-like
OG0010419	AnxB11
OG0010421	Cdc50
OG0010431	CG9784
OG0010432	Nup153
OG0010433	mbt
OG0010440	CG32573
OG0010441	Nemp
OG0010442	r
OG0010443	CG15865
OG0010449	CG9676
OG0010450	CG9673
OG0010451	CG4653
OG0010452	CG9672
OG0010453	CG4678
OG0010454	CG13008
OG0010455	CG34325
OG0010456	CG32572
OG0010457	goe
OG0010461	Twdlalpha
OG0010463	mRpL22
OG0010464	CG9609
OG0010466	Rrp45
OG0010467	CG4768
OG0010469	CG4789
OG0010471	CG13005
OG0010474	RSG7
OG0010475	CG4872
OG0010479	CG4880
OG0010480	CG13002
OG0010482	wus
OG0010484	CG13000
OG0010485	RhoGAP15B
OG0010486	Ubr1
OG0010488	CG43996
OG0010492	CG4955
OG0010493	sat2
OG0010494	sat1
OG0010495	CG5004
OG0010499	TTLL1A
OG0010500	CG5070
OG0010501	CG32564
OG0010502	CG32563
OG0010504	CG18258
OG0010505	CG5162
OG0010508	CG8915
OG0010510	f
OG0010511	CG8664
OG0010515	CG8611
OG0010517	ENGase
OG0010518	p-cup
OG0010520	Ankle2
OG0010521	X11L
OG0010524	corolla
OG0010526	CG8289
OG0010530	CG12990
OG0010531	chas
OG0010534	CG8173
OG0010537	CG12986
OG0010538	Socs16D
OG0010544	Spt7
OG0010545	CG32554
OG0010546	Mco4
OG0010548	Arp8
OG0010551	CG12985
OG0010557	Ada3
OG0010558	Swt1
OG0010562	Taf8
OG0010565	Andorra
OG0010567	CG33639
OG0010568	upd2
OG0010569	upd3
OG0010570	upd1
OG0010571	CG6023
OG0010573	CG6106
OG0010574	por
OG0010575	CG6179
OG0010577	Tsf1
OG0010580	CG32548
OG0010581	CG6290
OG0010583	CG43841
OG0010586	Hayan
OG0010587	psh
OG0010588	CG15046
OG0010589	CG15044
OG0010590	CG15043
OG0010592	Xrcc2
OG0010594	CG6470
OG0010595	HisRS
OG0010596	CG6481
OG0010597	CG15047
OG0010601	Nup35
OG0010604	CG6659
OG0010606	CG6696
OG0010607	phtm
OG0010610	Cyp308a1
OG0010611	CG6873
OG0010612	CG12609
OG0010613	CCKLR-17D3
OG0010615	S6KL
OG0010617	bnb
OG0010619	CG42450
OG0010620	Pvf1
OG0010622	shop
OG0010624	Usp39
OG0010626	CG7326
OG0010628	CG7332
OG0010629	Flacc
OG0010634	CG15882
OG0010635	tgy
OG0010636	RhoGAP18B
OG0010638	CG7453
OG0010639	CG7914
OG0010641	CG7990
OG0010643	Mur18B
OG0010646	CG7889
OG0010647	CG7992
OG0010649	rictor
OG0010651	CG8010
OG0010652	CG32537
OG0010653	CG32536
OG0010658	CG32533
OG0010659	narya
OG0010664	CG12204
OG0010666	CG14200
OG0010668	CG12231
OG0010672	CG14218
OG0010678	Pstk
OG0010682	CG14212
OG0010683	e(y)3
OG0010684	CG12237
OG0010685	Arp10
OG0010687	Elys
OG0010688	CG14223
OG0010690	G6pd
OG0010691	et
OG0010692	dome
OG0010693	Ubqn
OG0010697	Tcs4
OG0010698	Acbp8
OG0010699	CG14230
OG0010705	CG18809
OG0010706	Rpp20
OG0010708	parvin
OG0010710	Abcd3
OG0010712	Nup205
OG0010717	lky
OG0010719	CG9570
OG0010720	fd19B
OG0010721	CG34331
OG0010723	Phf7
OG0010724	CG9577
OG0010725	CG9581
OG0010732	mel
OG0010734	CG1631
OG0010736	Syx16
OG0010740	Obp19c
OG0010744	CG11710
OG0010747	CG1812
OG0010749	RunxB
OG0010751	Cyp6v1
OG0010754	CG1324
OG0010756	CG15450
OG0010757	CG1314
OG0010759	Npc1b
OG0010760	CG11666
OG0010761	r-cup
OG0010763	CG1529
OG0010769	
OG0010770	CG15446
OG0010771	CG1503
OG0010772	
OG0010773	unc
OG0010775	CG32523
OG0010776	CG1722
OG0010779	Acbp-Ank
OG0010783	dod
OG0010790	Ddx56
OG0010791	mst
OG0010792	whe
OG0010793	Cyp6t1
OG0010794	CG14621
OG0010795	CG14615
OG0010799	CG14613
OG0010800	Trmt10A
OG0010807	CG17601
OG0010812	CG40485
OG0010821	CG17168
